ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,filter_applied,universe_name,generation_source,generation_date
HCA,"HCA Healthcare, Inc.",94056025162.0,USD,Health services,Hospital/Nursing management,NYSE,Buy,2025-10-17,2025-07-25,"S&P 500, S&P 500 Health Care, Russell 3000, Russell 1000",False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
CHE,Chemed Corp,6502764899.0,USD,Health services,Hospital/Nursing management,NYSE,Strong buy,2025-10-29,2025-07-29,"S&P MidCap 400, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
UHS,"Universal Health Services, Inc.",11544969939.0,USD,Health services,Hospital/Nursing management,NYSE,Buy,2025-10-22,2025-07-28,"S&P 500, S&P 500 Health Care, Russell 3000, Russell 1000",False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
THC,Tenet Healthcare Corporation,15906713073.0,USD,Health services,Hospital/Nursing management,NYSE,Buy,2025-10-16,2025-07-22,"S&P MidCap 400, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
NHC,National HealthCare Corporation,1726956524.0,USD,Health services,Hospital/Nursing management,AMEX,Neutral,,,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
ARDT,"Ardent Health, Inc.",1793123913.0,USD,Health services,Hospital/Nursing management,NYSE,Strong buy,2025-11-05,2025-08-05,"Russell 2000, Mini-Russell 2000",False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
SEM,Select Medical Holdings Corporation,1592022089.0,USD,Health services,Hospital/Nursing management,NYSE,Strong buy,2025-10-30,2025-07-31,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
BTMD,Biote Corp.,163642437.0,USD,Health services,Hospital/Nursing management,NASDAQ,Strong buy,2025-11-11,2025-08-06,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Mini-Russell 2000",True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
VMD,"Viemed Healthcare, Inc.",273439608.0,USD,Health services,Hospital/Nursing management,NASDAQ,Strong buy,2025-11-04,2025-08-06,"NASDAQ Composite, Russell 2000, Russell 3000, Mini-Russell 2000",True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
PINC,"Premier, Inc.",2134733659.0,USD,Health services,Hospital/Nursing management,NASDAQ,Neutral,2025-11-04,2025-08-19,"NASDAQ Composite, Russell 2000, Russell 3000, Mini-Russell 2000",True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
BKD,Brookdale Senior Living Inc.,1835801168.0,USD,Health services,Hospital/Nursing management,NYSE,Neutral,2025-11-05,2025-08-06,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
SGRY,"Surgery Partners, Inc.",2909071618.0,USD,Health services,Hospital/Nursing management,NASDAQ,Strong buy,2025-11-11,2025-08-05,"NASDAQ Composite, Russell 2000, Russell 3000, Mini-Russell 2000",True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
CYH,"Community Health Systems, Inc.",381123984.0,USD,Health services,Hospital/Nursing management,NYSE,Neutral,2025-10-22,2025-07-23,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
PACS,"PACS Group, Inc.",1809369868.0,USD,Health services,Hospital/Nursing management,NYSE,Strong buy,2025-08-27,2025-05-19,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Hospital/Nursing management,ticker_universe_industry_Hospital_Nursing_management,simple_universe_generator,2025-09-17T23:34:06.051232
