ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,downside_volatility,analysis_date,assets_analyzed,overlapping_periods,highest_correlation,highest_corr_pair,lowest_correlation,lowest_corr_pair,avg_correlation,diversification_ratio
^DJI,simple_trend,45400.859375,88.0,True,True,True,248.8477343749997,151.9398632812503,68.30829296874981,100.0,48764.094531505274,0.07407866729406545,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^DJI,mean_reversion,45400.859375,,,,,,,,,,,,43396.3439453125,46673.54296470636,40119.14492591865,0.8058275401989851,68.81013982009452,False,False,0.0,neutral,43396.3439453125,-0.04415148649788081,,,,,,,,,,,,,,,,,
^DJI,volatility,45400.859375,,,,,,,,,,,,,,,,,,,,,,,0.019762632395289376,0.3137220634195465,0.2945034152622784,0.32629311062103966,32.18390804597701,normal,0.5218246127585818,0.23690395120525626,,,,,,,,,
^IXIC,simple_trend,21700.390625,88.0,True,True,True,199.08121093750015,167.560498046875,52.74516113281261,100.0,23942.36588478445,0.10331497245960064,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^IXIC,mean_reversion,21700.390625,,,,,,,,,,,,20028.7765625,22716.383080295796,17341.170044704202,0.8109856393470409,81.42735507607492,False,True,-18.572644923925083,down,20028.7765625,-0.07703151944989473,,,,,,,,,,,,,,,,,
^IXIC,volatility,21700.390625,,,,,,,,,,,,,,,,,,,,,,,0.02854231402132628,0.45309518845644753,0.4087923026922192,0.47137181864250494,26.436781609195403,normal,0.6130077897254148,0.31740671073685034,,,,,,,,,
^NYA,simple_trend,21136.0390625,88.0,True,True,True,94.9505859375,80.11548828125015,36.01698437499999,100.0,22774.77308797168,0.07753269288658514,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^NYA,mean_reversion,21136.0390625,,,,,,,,,,,,20244.46435546875,21559.151804258174,18929.776906679326,0.8390823833650425,69.47856359516472,False,False,0.0,neutral,20244.46435546875,-0.04218267691476307,,,,,,,,,,,,,,,,,
^NYA,volatility,21136.0390625,,,,,,,,,,,,,,,,,,,,,,,0.018379356341243505,0.2917632368182098,0.2665722141515212,0.30603972954525743,31.03448275862069,normal,0.45460202107971404,0.25257315632859567,,,,,,,,,
^XAX,simple_trend,6664.080078125,88.0,True,True,True,82.8132128906249,64.44619873046877,16.548949707031216,100.0,8063.441963963785,0.20998575488794385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^XAX,mean_reversion,6664.080078125,,,,,,,,,,,,5763.498974609375,6828.154731567007,4698.8432176517435,0.922944739475759,91.93104128484588,False,True,-8.068958715154125,down,5763.498974609375,-0.13513959810774234,,,,,,,,,,,,,,,,,
^XAX,volatility,6664.080078125,,,,,,,,,,,,,,,,,,,,,,,0.028615205370141495,0.4542523027466063,0.36435365457778185,0.4861984636594548,5.747126436781609,low,0.6092046996015855,0.35686964649356534,,,,,,,,,
^BUK100P,simple_trend,923.4199829101562,88.0,True,True,True,4.497998046875,2.9423495483398483,1.2705700073242212,100.0,961.1457544670624,0.04085440239013819,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^BUK100P,mean_reversion,923.4199829101562,,,,,,,,,,,,887.9244995117188,940.7331499889794,835.115849034458,0.8360764105657442,74.94023492808138,False,True,-25.05976507191862,down,887.9244995117188,-0.038439154507544426,,,,,,,,,,,,,,,,,
^BUK100P,volatility,923.4199829101562,,,,,,,,,,,,,,,,,,,,,,,0.015237939823114822,0.24189479558957627,0.1592286985750233,0.24345809462593979,1.1494252873563218,low,0.8766763260653347,0.1871417189317715,,,,,,,,,
^RUT,simple_trend,2391.050048828125,88.0,True,True,True,20.87019531249998,11.850050048828098,1.2240505371093833,100.0,2803.7494603546334,0.17260174529963357,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^RUT,mean_reversion,2391.050048828125,,,,,,,,,,,,2175.5735046386717,2423.970754363476,1927.1762549138675,0.9337337559658506,76.82902774152976,False,True,-23.170972258470243,down,2175.5735046386717,-0.09011795645810938,,,,,,,,,,,,,,,,,
^RUT,volatility,2391.050048828125,,,,,,,,,,,,,,,,,,,,,,,0.02883395237868238,0.4577248038544373,0.38208824782028644,0.4982077098805818,13.793103448275861,low,0.42409617368425045,0.3271675198319109,,,,,,,,,
^FTSE,simple_trend,9208.2001953125,88.0,True,True,True,38.33999999999978,28.910493164062608,12.717499511718689,100.0,9522.011284254146,0.03407952501960078,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^FTSE,mean_reversion,9208.2001953125,,,,,,,,,,,,8895.005029296875,9380.010637834912,8409.999420758839,0.8228778806905924,72.71683256619437,False,True,-27.28316743380563,down,8895.005029296875,-0.034012636494921034,,,,,,,,,,,,,,,,,
^FTSE,volatility,9208.2001953125,,,,,,,,,,,,,,,,,,,,,,,0.014904867750172891,0.23660744034758557,0.15055757971384878,0.23892982425626105,1.1494252873563218,low,0.908902151808957,0.18721875755313694,,,,,,,,,
^GDAXI,simple_trend,23596.98046875,88.0,False,False,True,23.649960937500147,97.18566406249992,107.37977734374999,66.66666666666666,24195.517500305283,0.025364983979536616,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^GDAXI,mean_reversion,23596.98046875,,,,,,,,,,,,23789.377734375,24841.49301487545,22737.26245387455,0.40856645217932536,46.19163368841139,False,False,0.0,neutral,23789.377734375,0.008153469715322048,,,,,,,,,,,,,,,,,
^GDAXI,volatility,23596.98046875,,,,,,,,,,,,,,,,,,,,,,,0.021184565757215168,0.33629455575891637,0.3492905792480533,0.34509108461085936,44.827586206896555,normal,0.9232244288773356,0.2529848401252051,,,,,,,,,
^FCHI,simple_trend,7674.77978515625,88.0,False,False,True,9.84338867187489,-2.373046875,1.9013505859375073,66.66666666666666,7862.691927394828,0.02448436925864865,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^FCHI,mean_reversion,7674.77978515625,,,,,,,,,,,,7746.9010009765625,7976.6034310211235,7517.1985709320015,0.3430116394364627,47.48532968324345,False,False,0.0,neutral,7746.9010009765625,0.00939717071228574,,,,,,,,,,,,,,,,,
^FCHI,volatility,7674.77978515625,,,,,,,,,,,,,,,,,,,,,,,0.021035514500984714,0.33392844041939107,0.31287296385064145,0.3402341927117966,22.988505747126435,normal,1.1355867076991528,0.2640054902881036,,,,,,,,,
