ticker,date,daily_daily_daily_1d_rs_vs_QQQ,daily_daily_daily_1d_stock_return,daily_daily_daily_1d_benchmark_return_QQQ,daily_daily_daily_3d_rs_vs_QQQ,daily_daily_daily_3d_stock_return,daily_daily_daily_3d_benchmark_return_QQQ,daily_daily_daily_5d_rs_vs_QQQ,daily_daily_daily_5d_stock_return,daily_daily_daily_5d_benchmark_return_QQQ,daily_daily_monthly_22d_rs_vs_QQQ,daily_daily_monthly_22d_stock_return,daily_daily_monthly_22d_benchmark_return_QQQ,daily_daily_monthly_44d_rs_vs_QQQ,daily_daily_monthly_44d_stock_return,daily_daily_monthly_44d_benchmark_return_QQQ,daily_daily_quarterly_132d_rs_vs_QQQ,daily_daily_quarterly_132d_stock_return,daily_daily_quarterly_132d_benchmark_return_QQQ,daily_daily_quarterly_66d_rs_vs_QQQ,daily_daily_quarterly_66d_stock_return,daily_daily_quarterly_66d_benchmark_return_QQQ,daily_daily_weekly_14d_rs_vs_QQQ,daily_daily_weekly_14d_stock_return,daily_daily_weekly_14d_benchmark_return_QQQ,daily_daily_weekly_7d_rs_vs_QQQ,daily_daily_weekly_7d_stock_return,daily_daily_weekly_7d_benchmark_return_QQQ,daily_daily_yearly_252d_rs_vs_QQQ,daily_daily_yearly_252d_stock_return,daily_daily_yearly_252d_benchmark_return_QQQ,timeframe,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date,daily_daily_daily_1d_rs_vs_QQQ_per_NASDAQ100,daily_daily_daily_3d_rs_vs_QQQ_per_NASDAQ100,daily_daily_daily_5d_rs_vs_QQQ_per_NASDAQ100,daily_daily_monthly_22d_rs_vs_QQQ_per_NASDAQ100,daily_daily_monthly_44d_rs_vs_QQQ_per_NASDAQ100,daily_daily_quarterly_132d_rs_vs_QQQ_per_NASDAQ100,daily_daily_quarterly_66d_rs_vs_QQQ_per_NASDAQ100,daily_daily_weekly_14d_rs_vs_QQQ_per_NASDAQ100,daily_daily_weekly_7d_rs_vs_QQQ_per_NASDAQ100,daily_daily_yearly_252d_rs_vs_QQQ_per_NASDAQ100,rs_source_file,benchmark_ticker,percentile_universe,percentile_mapping,rs_method,configuration_snapshot
CDNS,2025-09-05,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,1,0,0,1,0,0,1,0,-0,1,0,0,1,0,0,daily,93744731008,USD,Technology services,Packaged software,NASDAQ,Buy,2025-10-27,2025-07-28,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,56,77,48,33,77,93,83,57,76,74,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CDW,2025-09-05,1,0,0,1,0,0,1,0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,0,-0,1,0,0,1,-0,0,daily,21450711933,USD,Technology services,Information technology services,NASDAQ,Buy,2025-10-29,2025-08-06,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,83,87,88,63,35,30,35,84,86,12,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CEG,2025-09-05,1,-0,0,1,-0,0,1,-0,-0,1,-0,0,1,-0,0,1,0,0,1,-0,0,1,-0,-0,1,-0,0,1,1,0,daily,98901353882,USD,Utilities,Electric utilities,NASDAQ,Buy,2025-11-10,2025-08-07,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Utilities, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, PHLX Utilities Sector",True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,9,16,10,11,47,70,33,10,9,91,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CHTR,2025-09-05,1,0,0,1,-0,0,1,-0,-0,1,-0,0,1,-0,0,1,-0,0,1,-0,0,1,-0,-0,1,-0,0,1,-0,0,daily,40652422458,USD,Consumer services,Cable/Satellite TV,NASDAQ,Neutral,2025-10-24,2025-07-25,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, NASDAQ Telecommunications",True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,65,28,50,38,2,7,3,28,30,8,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CMCSA,2025-09-05,1,-0,0,1,-0,0,1,0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,0,-0,1,0,0,1,-0,0,daily,124353518810,USD,Consumer services,Cable/Satellite TV,NASDAQ,Buy,2025-10-23,2025-07-31,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, NASDAQ Telecommunications",True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,41,32,74,68,37,37,39,70,67,20,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
COST,2025-09-05,1,0,0,1,0,0,1,0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,-0,-0,1,0,0,1,0,0,daily,417462727620,USD,Retail trade,Specialty stores,NASDAQ,Buy,2025-09-25,2025-05-29,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Staples, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,66,81,83,55,50,26,18,44,80,50,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CPRT,2025-09-05,1,-0,0,1,0,0,1,-0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,0,-0,1,-0,0,1,-0,0,daily,47036609811,USD,Retail trade,Specialty stores,NASDAQ,Buy,2025-09-03,2025-05-22,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials",True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,6,48,58,69,53,19,30,77,52,24,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CRWD,2025-09-05,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,-0,0,1,0,0,1,-0,0,1,-0,-0,1,0,0,1,1,0,daily,104086036873,USD,Technology services,Packaged software,NASDAQ,Buy,2025-08-27,2025-06-03,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,74,58,11,22,7,59,12,27,53,88,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CSCO,2025-09-05,1,-0,0,1,-0,0,1,-0,-0,1,-0,0,1,-0,0,1,0,0,1,0,0,1,0,-0,1,-0,0,1,0,0,daily,270824280706,USD,Electronic technology,Telecommunications equipment,NASDAQ,Buy,2025-11-12,2025-08-13,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Information Technology, S&P 100, ISE CTA Cloud Computing, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ Telecommunications, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,17,23,15,42,46,58,56,67,27,77,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CSGP,2025-09-05,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,1,0,0,1,0,0,1,-0,-0,1,0,0,1,0,0,daily,37861633846,USD,Technology services,Internet software/Services,NASDAQ,Buy,2025-10-28,2025-07-22,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Real Estate, Russell 3000, Russell 1000, S&P 500 ESG, NASDAQ Real Estate and Other Financial Services, KBW NASDAQ Financial Technology Index",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,55,65,47,17,83,74,87,53,54,60,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CSX,2025-09-05,1,-0,0,1,0,0,1,-0,-0,1,-0,0,1,-0,0,1,0,0,1,0,0,1,-0,-0,1,0,0,1,-0,0,daily,60421216558,USD,Transportation,Railroads,NASDAQ,Buy,2025-10-15,2025-07-23,"S&P 500, NASDAQ 100, NASDAQ Composite, Dow Jones Transportation Average, S&P 500 Industrials, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ Transportation, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,35,61,57,16,47,49,52,7,60,30,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CTAS,2025-09-05,1,-0,0,1,-0,0,1,-0,-0,1,-0,0,1,-0,0,1,0,0,1,-0,0,1,-0,-0,1,-0,0,1,0,0,daily,85830272758,USD,Consumer services,Other consumer services,NASDAQ,Neutral,2025-09-24,2025-07-17,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials",True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,26,35,36,17,36,47,17,13,13,40,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
CTSH,2025-09-05,1,0,0,1,0,0,1,0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,0,-0,1,0,0,1,-0,0,daily,35008220774,USD,Technology services,Information technology services,NASDAQ,Buy,2025-10-29,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,58,44,62,65,22,17,16,76,57,29,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
DASH,2025-09-05,1,-0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,1,0,0,1,0,0,1,-0,-0,1,-0,0,2,1,0,daily,106281796791,USD,Transportation,Air freight/Couriers,NASDAQ,Buy,2025-10-29,2025-08-06,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,28,62,59,30,67,81,78,49,44,93,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
DDOG,2025-09-05,1,0,0,1,0,0,1,-0,-0,1,0,0,1,-0,0,1,0,0,1,0,0,1,0,-0,1,0,0,1,0,0,daily,44049998216,USD,Technology services,Packaged software,NASDAQ,Buy,2025-10-30,2025-08-07,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,94,60,16,58,19,76,75,92,94,65,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
DXCM,2025-09-05,1,-0,0,1,0,0,1,0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,-0,-0,1,0,0,1,0,0,daily,29850858168,USD,Health technology,Medical specialties,NASDAQ,Strong buy,2025-10-23,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,36,95,94,80,49,20,26,47,93,53,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
EA,2025-09-05,1,0,0,1,-0,0,1,-0,-0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,daily,43093200600,USD,Technology services,Packaged software,NASDAQ,Buy,2025-10-28,2025-07-29,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,52,19,43,70,81,87,76,18,29,58,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
EXC,2025-09-05,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,daily,44863634225,USD,Utilities,Electric utilities,NASDAQ,Neutral,2025-10-29,2025-07-31,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Utilities, Russell 3000, Dow Jones Utility Average, Dow Jones Composite Average, Russell 1000, NASDAQ Industrials, S&P 500 ESG, PHLX Utilities Sector",True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,49,46,51,36,62,46,41,26,26,59,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
FANG,2025-09-05,1,-0,0,1,-0,0,1,-0,-0,1,-0,0,1,-0,0,1,-0,0,1,0,0,1,-0,-0,1,-0,0,1,-0,0,daily,41674422987,USD,Energy minerals,Oil & gas production,NASDAQ,Strong buy,2025-11-10,2025-08-04,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Energy, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,5,3,7,27,57,24,45,40,17,9,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
FAST,2025-09-05,1,-0,0,1,-0,0,1,-0,-0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,0,0,daily,57335923319,USD,Distribution services,Wholesale distributors,NASDAQ,Neutral,2025-10-13,2025-07-14,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,4,11,14,72,86,89,80,34,14,80,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
FTNT,2025-09-05,1,0,0,1,0,0,1,-0,-0,1,-0,0,1,-0,0,1,-0,0,1,-0,0,1,-0,-0,1,0,0,1,0,0,daily,59500560126,USD,Technology services,Information technology services,NASDAQ,Neutral,2025-10-30,2025-08-06,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,93,80,55,3,5,6,5,50,70,39,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
GEHC,2025-09-05,1,0,0,1,0,0,1,0,-0,1,0,0,1,-0,0,1,-0,0,1,0,0,1,0,-0,1,0,0,1,-0,0,daily,33826680037,USD,Health technology,Medical specialties,NASDAQ,Strong buy,2025-10-29,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Russell 3000, Russell 1000, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,83,90,90,81,59,14,62,78,78,22,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
GFS,2025-09-05,1,-0,0,1,0,0,1,-0,-0,1,0,0,1,-0,0,1,-0,0,1,-0,0,1,0,-0,1,-0,0,1,-0,0,daily,18693983940,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-11-11,2025-08-05,"NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,41,50,50,53,9,12,22,61,34,11,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
GILD,2025-09-05,1,0,0,1,0,0,1,0,-0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0,-0,1,0,0,1,0,0,daily,142382590027,USD,Health technology,Biotechnology,NASDAQ,Buy,2025-10-23,2025-08-07,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, S&P 100, Russell 3000, Russell 1000, NASDAQ Biotechnology, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,81,74,87,57,65,57,59,23,58,84,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
GOOG,2025-09-05,1,0,0,1,0,0,1,0,-0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,-0,1,0,0,1,0,0,daily,2509549439362,USD,Technology services,Internet software/Services,NASDAQ,Strong buy,2025-10-28,2025-07-23,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,per_processor,2025-09-29T08:28:08.546575,68,97,97,95,97,91,98,98,97,83,rs_QQQ_ibd_stocks_daily_2-5_20250905.csv,QQQ,NASDAQ100,QQQ:NASDAQ100,ibd,RS_percentile_mapping_stocks=QQQ:NASDAQ100
