ticker,date,timeframe,current_price,data_points,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,atr_percentile_100,daily_daily_daily_1d_pct_change,daily_5period_pct_change,daily_10period_pct_change,daily_daily_daily_3d_pct_change,daily_daily_daily_5d_pct_change,daily_daily_weekly_7d_pct_change,daily_daily_weekly_14d_pct_change,daily_daily_monthly_22d_pct_change,daily_daily_monthly_44d_pct_change,daily_daily_quarterly_66d_pct_change,daily_daily_quarterly_132d_pct_change,daily_daily_yearly_252d_pct_change,daily_momentum_20,daily_quarter_pct_change,daily_half_year_pct_change,daily_year_pct_change,daily_avg_volume_20,daily_volume_trend,obv,obv_trend,daily_ATH,daily_ATL,daily_is_new_ATH,daily_is_new_ATL,daily_distance_from_ATH_pct,daily_distance_from_ATL_pct,daily_ATH_ATL_position_pct,daily_candle_strength,daily_candle_strength_pct,daily_body_ratio,daily_upper_wick_ratio,daily_lower_wick_ratio,daily_oppression_factor,daily_candle_type,daily_is_bullish,total_range,body_size,daily_wick_dominance,directional_strength,daily_avg_candle_strength_5,daily_avg_candle_strength_5_pct,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date
UPC,2025-09-05,daily,3.5500,421,3.6126,0.0037,3.6170,0.0005,3.6124,0.0145,-1.7274,3.6013,0.0013,-1.4245,3.6608,-0.0044,-3.0256,13.8235,-0.6347,-74.3191,76.0916,-7.4495,-95.3346,549.9460,-2.9862,-99.3545,51.0402,0.0004,-0.0208,-0.0371,0.0164,0.3820,10.7609,3.6608,-0.2899,-0.2812,0.2300,-2.2039,0.1128,1.9529,-5.3333,0.1128,-3.5326,3.8619,0.8523,-1.6620,-21.9780,-33.7687,-99.8041,-2.4861,-13.6253,-9.4388,-99.8041,71275.0000,4.2536,26575646,38185.0000,2370.0000,2.8500,False,False,-99.8502,24.5614,0.0296,0.0795,7.9500,0.2462,0.6769,0.0769,0.6769,Weak Body,False,0.3250,0.0800,0.7538,0.2462,0.1439,14.3900,2123784.0000,USD,Health technology,Pharmaceuticals: major,NASDAQ,Neutral,,,NASDAQ Composite,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
BRK-A,2025-08-25,daily,729687.0000,413,724227.8123,2553.4993,719540.8656,1559.5737,723135.8000,3256.8200,0.9059,713875.6500,452.3600,2.2149,719005.4600,-105.0200,1.4856,730319.2500,271.9560,-0.0866,721850.2280,230.4128,1.0857,695100.2029,289.3926,4.9758,80.4419,0.4557,3630.4895,58.6781,3571.8114,10067.7076,1.3797,719005.4600,1.0610,1.0767,0.3000,-0.5474,0.3420,3.5458,-0.4628,0.3420,1.7340,3.7792,0.4774,-1.4050,-4.1626,1.4658,8.2622,2.9668,-3.6590,-2.3098,8.2622,415.0000,0.0000,81000,105.0000,809350.0000,545250.0000,False,False,-9.8428,33.8261,69.8360,0.3335,33.3500,0.3511,0.0501,0.5988,0.0501,Weak Body,False,11438.0000,4016.0000,0.6489,0.3511,0.2864,28.6400,1061245650144.0000,USD,Finance,Property/Casualty insurance,NYSE,Buy,2025-11-03,2025-08-02,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
NVR,2025-09-05,daily,8502.0000,421,8228.9138,30.8760,8120.5214,23.0303,8190.3889,15.3600,3.8046,8131.6424,21.4825,4.5545,7836.7412,21.7598,8.4890,7708.0654,-4.5682,10.3001,8054.9963,-3.2646,5.5494,8043.4600,1.3201,5.7008,59.6916,0.5589,141.1386,123.5951,17.5436,179.9074,2.1161,7836.7412,3.6978,4.0117,0.2600,0.0264,4.7347,3.5212,3.8066,4.7347,5.8276,4.2967,8.0277,12.2376,20.2726,18.3801,-7.0860,3.1864,16.5205,17.8664,-7.0860,16490.0000,-0.0955,-167600,2375.0000,9924.4004,6700.0000,False,False,-14.3324,26.8955,55.8864,0.0086,0.8600,0.0127,0.6600,0.3272,0.3272,Doji,True,176.1699,2.2402,0.9873,0.0127,0.3455,34.5500,23154272277.0000,USD,Consumer durables,Homebuilding,NYSE,Neutral,2025-10-28,2025-07-23,"S&P 500, S&P 500 Consumer Discretionary, Russell 3000, Russell 1000",False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
CETX,2025-09-05,daily,0.8950,421,1.0640,-0.0324,1.1382,-0.0203,1.1071,-0.0225,-19.1582,1.1818,-0.0136,-24.2681,1.2245,-0.0004,-26.9101,1.9393,-0.0294,-53.8486,25.5935,-1.2291,-96.5030,325.4571,-20.3252,-99.7250,20.0000,0.0001,-0.0749,-0.0364,-0.0384,0.1045,11.6720,1.2245,-3.1544,-2.3055,0.0000,1.4739,-20.7965,-24.1525,-11.3861,-20.7965,-26.6393,-25.7261,-31.6794,-31.1538,-13.1068,-50.8242,-99.7061,-23.1685,-9.5960,-46.4072,-99.7061,1080060.0000,-0.1807,27596233,-216530.0000,10214.4004,0.8660,False,False,-99.9912,3.3487,0.0003,0.2320,23.2000,0.3171,0.4146,0.2683,0.2683,Weak Body,True,0.0410,0.0130,0.6829,0.3171,0.5041,50.4100,7154511.0000,USD,Electronic technology,Electronic equipment/Instruments,NASDAQ,Neutral,2025-12-18,2025-08-14,"NASDAQ Composite, NASDAQ Industrials",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
FCNCP,2025-08-25,daily,22.4200,413,22.3338,0.0417,22.0386,0.0549,22.4629,0.0810,-0.1910,21.9569,0.0870,2.1089,21.4878,0.0301,4.3381,21.4828,-0.0014,4.3625,21.6502,0.0033,3.5555,21.3559,0.0041,4.9828,70.2241,0.7744,0.3684,0.3419,0.0266,0.3050,1.3605,21.4878,3.0561,3.1887,0.7000,-1.1943,-0.8842,1.2190,0.9910,-0.8842,-0.8842,3.9889,7.5300,2.7969,7.9671,2.0440,3.6165,5.7810,7.9961,2.7099,3.6165,15795.0000,-0.5790,654000,7325.0000,23.3103,18.3296,False,False,-3.8195,22.3156,82.1244,0.6145,61.4500,0.6145,0.0000,0.3855,0.0000,Moderate Body,False,0.4410,0.2710,0.3855,0.6145,0.4092,40.9200,25470557438.0000,USD,Finance,Regional banks,NASDAQ,Neutral,2025-10-23,2025-07-25,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
FCNCA,2025-09-05,daily,1925.2600,421,1972.1732,0.7031,1965.4542,1.4384,1987.7776,6.4078,-3.1451,1942.0138,5.6416,-0.8627,2000.1023,1.8702,-3.7419,1980.0443,-0.9254,-2.7668,1976.3586,-0.0281,-2.5855,1922.8743,1.0938,0.1241,56.4604,0.4645,5.0721,0.5968,4.4753,52.5802,2.7311,2000.1023,-1.4234,-1.3701,0.6900,-3.8865,-2.9563,-3.1554,-3.0643,-2.9563,-5.1868,-0.2828,4.1385,-7.3490,4.4713,-5.2427,-2.2436,5.3547,2.8990,4.9349,-2.2436,146080.0000,-0.2453,-254400,27190.0000,2346.3569,1366.1449,False,False,-17.9468,40.9265,57.0402,0.5600,56.0000,0.7034,0.2038,0.0927,0.2038,Strong Body,False,110.6700,77.8500,0.2966,0.7034,0.3352,33.5200,25470557438.0000,USD,Finance,Regional banks,NASDAQ,Buy,2025-10-23,2025-07-25,"NASDAQ Composite, NASDAQ Bank, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
FCNCO,2025-08-25,daily,23.6000,413,23.5779,0.0134,23.4083,0.0276,23.6581,0.0278,-0.2456,23.4323,0.0601,0.7155,22.9837,0.0368,2.6814,22.3135,0.0029,5.7654,22.4664,0.0065,5.0459,22.0684,0.0062,6.9401,60.7914,0.9538,0.2375,0.2536,-0.0161,0.2703,1.1455,22.9837,2.2796,2.3407,0.0700,-0.6316,-0.5059,-0.0847,0.4255,-0.5059,-0.2536,1.2441,3.3728,0.5111,6.7791,6.8954,7.2236,2.4314,9.6654,5.9766,7.2236,13535.0000,-0.1790,326300,3120.0000,23.7560,19.3681,False,False,-0.6567,21.8500,96.4448,0.3750,37.5000,0.3750,0.0000,0.6250,0.0000,Weak Body,False,0.4000,0.1500,0.6250,0.3750,0.3268,32.6800,25470557438.0000,USD,Finance,Regional banks,NASDAQ,Neutral,2025-10-23,2025-07-25,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
MKL,2025-09-05,daily,1912.1300,421,1947.9564,-2.0596,1953.2459,-1.2221,1955.6330,-0.3834,-2.2245,1948.1415,0.5891,-1.8485,1973.5238,-0.4868,-3.1109,1865.9645,1.4055,2.4741,1808.3183,1.4678,5.7408,1739.0669,1.3502,9.9515,46.3384,0.7237,-6.1773,-4.3417,-1.8356,32.1477,1.6813,1973.5238,-1.9097,-1.8503,0.1100,-2.2928,-2.3955,-4.0250,-1.9662,-2.3955,-2.3547,-0.5322,-2.2298,-3.7486,-2.3312,0.7296,21.7568,0.7080,-0.8946,2.7265,21.7568,39490.0000,-0.1909,1711800,-3750.0000,2059.8301,1395.1300,False,False,-7.1705,37.0575,77.7794,0.6803,68.0300,0.7756,0.1229,0.1015,0.1229,Strong Body,False,57.8500,44.8700,0.2244,0.7756,0.2836,28.3600,24602701646.0000,USD,Finance,Property/Casualty insurance,NYSE,Neutral,2025-11-04,2025-07-30,"Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
GHC,2025-08-25,daily,1089.5699,413,1059.7576,7.3743,1025.0926,7.1322,1069.6700,10.9874,1.8604,1011.5465,8.4955,7.7133,962.1468,2.5472,13.2436,935.7926,1.2588,16.4328,906.0244,1.2929,20.2583,855.4188,0.9516,27.3727,84.5192,0.9827,40.8004,33.5450,7.2554,22.1842,2.0360,962.1468,5.7439,6.5046,0.6600,-0.1787,1.0086,3.9577,2.5352,1.0086,2.2984,12.8083,18.5914,14.9519,16.7690,13.8787,45.4337,15.0590,14.3918,14.6437,45.4337,44990.0000,-0.1035,154100,21300.0000,1095.9800,655.6771,False,False,-0.5849,66.1748,98.5442,0.0529,5.2900,0.0946,0.4410,0.4643,0.4410,Doji,False,20.6100,1.9501,0.9054,0.0946,0.3936,39.3600,4756096325.0000,USD,Consumer services,Other consumer services,NYSE,Sell,2025-10-29,2025-07-30,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
AZO,2025-09-05,daily,4219.4102,421,4180.7910,9.3771,4118.7468,11.3294,4185.3330,11.1754,0.8142,4120.8155,10.4922,2.3926,3916.9522,11.9386,7.7218,3601.6754,5.2630,17.1513,3503.8118,4.1492,20.4234,3352.3951,3.3747,25.8626,77.3417,0.9892,86.1488,88.1864,-2.0376,61.0412,1.4467,3916.9522,4.9550,5.3376,0.0000,-0.4163,0.4973,2.6468,0.7144,0.4973,0.3329,4.4421,3.5997,11.3113,12.5776,22.4903,33.2427,4.5703,15.3289,16.5319,33.2427,100020.0000,-0.1136,6497900,29850.0000,4232.9600,2521.2800,False,False,-0.3201,67.3519,99.2084,0.2820,28.2000,0.3664,0.2304,0.4032,0.2304,Weak Body,False,48.1401,17.6396,0.6336,0.3664,0.2974,29.7400,69928867050.0000,USD,Retail trade,Specialty stores,NYSE,Buy,2025-09-23,2025-05-27,"S&P 500, S&P 500 Consumer Discretionary, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-11T21:14:15.207851
